Scheepsnaam;Handling;Terminal;Port of discharge;Consignmentnr;Kind of package;Shipping Name;UNO;IMO;Flashpoint;Packaging Group;Equipment number;Stowage position;Quantity in container;Weight in container
Erasmus 1;Discharge;Terminal 1;Amsterdam;93113101;Rectangular Tank;PERFUMERY PRODUCTS;2929;8;0;Minor danger;PBAU3053744;120590;8806;83818000
Erasmus 1;Transit;Terminal 1;Amsterdam;50639576;Rectangular Tank;PERFUMERY PRODUCTS;1814;61;0;Medium danger;PBAU3622465;120690;1354;30439000
Erasmus 1;Discharge;Terminal 1;Amsterdam;55162094;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);1993;3;30;Minor danger;PBAU6526174;120790;4952;41357000
Erasmus 1;Transit;Terminal 1;Amsterdam;52183357;Rectangular Tank;ESTERS, N.O.S.;2329;3;15;Medium danger;PBAU9401292;120890;3900;56143000
Erasmus 1;Transit;Terminal 1;Amsterdam;90146703;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;2310;41;15;Medium danger;PBAU5126196;120990;3271;30447000
Erasmus 1;Transit;Terminal 1;Amsterdam;57777108;Rectangular Tank;MATCHES, SAFETY;2874;8;0;Medium danger;PBAU2268093;121090;748;81917000
Erasmus 1;Transit;Terminal 1;Amsterdam;94035838;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;1193;61;0;Great danger;PBAU8537226;120192;7006;77169000
Erasmus 1;Transit;Terminal 1;Amsterdam;35952349;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;1779;51;0;Medium danger;PBAU3518559;120292;3586;26454000
Erasmus 1;Transit;Terminal 1;Amsterdam;15640944;Rectangular Tank;TRIMETHYL PHOSPHITE;2310;61;0;Medium danger;PBAU2300799;120392;3466;56644000
Erasmus 1;Discharge;Terminal 1;Amsterdam;62846757;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1779;61;45;Medium danger;PBAU9003379;120492;9617;33891000
Erasmus 1;Discharge;Terminal 1;Amsterdam;70671111;Rectangular Tank;RESIN SOLUTION;2874;8;0;Minor danger;PBAU1676923;120592;2507;46569000
Erasmus 1;Discharge;Terminal 1;Amsterdam;26069844;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;1903;3;0;Minor danger;PBAU5878334;120692;78;13994000
Erasmus 1;Discharge;Terminal 1;Amsterdam;64164864;Rectangular Tank;CRESOLS, SOLID;1266;61;0;Medium danger;PBAU3975260;120792;9842;24965000
Erasmus 1;Discharge;Terminal 1;Amsterdam;33051207;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;1993;8;0;Minor danger;PBAU7584122;120892;7899;79366000
Erasmus 1;Discharge;Terminal 1;Amsterdam;76986572;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);1219;3;13;Medium danger;PBAU1434562;120992;4067;68093000
Erasmus 1;Discharge;Terminal 1;Amsterdam;65398158;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);1814;9;30;Minor danger;PBAU6611549;121092;1159;8494000
Erasmus 1;Discharge;Terminal 1;Amsterdam;36897020;Rectangular Tank;AMINOPHENOLS;1993;3;30;Minor danger;PBAU7863474;120194;6830;18345000
Erasmus 1;Transit;Terminal 1;Amsterdam;92367166;Rectangular Tank;RESIN SOLUTION;2929;3;15;Medium danger;PBAU6489841;120294;9893;28619000
Erasmus 1;Transit;Terminal 1;Amsterdam;44325312;Rectangular Tank;RESORCINOL;2329;8;0;Medium danger;PBAU5465629;120394;1723;59227000
Erasmus 1;Transit;Terminal 1;Amsterdam;71322706;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;3272;61;30;Minor danger;PBAU9034797;120494;7493;97959000
Erasmus 1;Discharge;Terminal 1;Amsterdam;13799614;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;2929;3;0;Minor danger;PBAU7005736;120594;1365;10067000
Erasmus 1;Transit;Terminal 1;Amsterdam;61588954;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1814;8;15;Medium danger;PBAU8089070;120694;1654;41321000
Erasmus 1;Transit;Terminal 1;Amsterdam;42782253;Rectangular Tank;TRICHLOROETHYLENE;2512;8;0;Minor danger;PBAU1421986;120794;6566;53007000
Erasmus 1;Discharge;Terminal 1;Amsterdam;83366439;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1993;8;60;Great danger;PBAU7304707;120894;2265;33732000
Erasmus 1;Transit;Terminal 1;Amsterdam;73661123;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;2052;3;0;Medium danger;PBAU8073642;120994;1318;70294000
Erasmus 1;Transit;Terminal 1;Amsterdam;87905243;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;3378;3;0;Medium danger;PBAU3469901;121094;8377;15434000
Erasmus 1;Discharge;Terminal 1;Amsterdam;83490813;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;1710;3;24;Medium danger;PBAU6618821;120196;8368;10441000
Erasmus 1;Transit;Terminal 1;Amsterdam;70698344;Rectangular Tank;FURFURYL ALCOHOL;1814;61;0;Great danger;PBAU5667227;120296;3259;16134000
Erasmus 1;Transit;Terminal 1;Amsterdam;56214248;Rectangular Tank;CORROSIVE LIQUID, TOXIC, N.O.S.;3261;3;0;Minor danger;PBAU5719023;120396;8208;6430000
Erasmus 1;Discharge;Terminal 1;Amsterdam;76752492;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2052;3;24;Medium danger;PBAU7778596;120496;650;75292000
Erasmus 1;Transit;Terminal 1;Amsterdam;48064211;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;2344;9;118;Minor danger;PBAU9092488;120596;7782;10577000
Erasmus 1;Transit;Terminal 1;Amsterdam;93995940;Rectangular Tank;RESORCINOL;1173;3;7;Medium danger;PBAU1512723;120696;8570;77872000
Erasmus 1;Transit;Terminal 1;Amsterdam;26943731;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;2734;61;0;Medium danger;PBAU5399871;120796;6901;51970000
Erasmus 1;Discharge;Terminal 1;Amsterdam;32624485;Rectangular Tank;FURALDEHYDES;1779;41;0;Medium danger;PBAU8987573;120896;894;64345000
Erasmus 1;Transit;Terminal 1;Amsterdam;26978576;Rectangular Tank;RESIN SOLUTION;3272;3;0;Great danger;PBAU2675672;120996;7935;45257000
Erasmus 1;Discharge;Terminal 1;Amsterdam;67571616;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);2329;8;0;Minor danger;PBAU2587973;121096;9406;76754000
Erasmus 1;Discharge;Terminal 1;Amsterdam;83399761;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;2924;8;7;Medium danger;PBAU4379694;120198;273;82631000
Erasmus 1;Discharge;Terminal 1;Amsterdam;11257873;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;2929;9;0;Medium danger;PBAU1793355;120298;6329;315000
Erasmus 1;Discharge;Terminal 1;Amsterdam;66292489;Rectangular Tank;ESTERS, N.O.S.;1807;61;15;Medium danger;PBAU2505573;120398;7444;32585000
Erasmus 1;Transit;Terminal 1;Amsterdam;44911676;Rectangular Tank;RESORCINOL;3487;51;118;Medium danger;PBAU5387763;120498;9963;46703000
Erasmus 1;Transit;Terminal 1;Amsterdam;47586796;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;3261;51;118;Medium danger;PBAU7142321;120598;4313;9320000
Erasmus 1;Transit;Terminal 1;Amsterdam;57821610;Rectangular Tank;FURFURYL ALCOHOL;2876;3;7;Medium danger;PBAU9742451;120698;8759;97194000
Erasmus 1;Discharge;Terminal 1;Amsterdam;38116855;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;3272;8;0;Minor danger;PBAU6811503;120798;8647;74694000
Erasmus 1;Transit;Terminal 1;Amsterdam;95914400;Rectangular Tank;AMINOPHENOLS;1992;8;15;Medium danger;PBAU7552408;120898;9064;25977000
Erasmus 1;Discharge;Terminal 1;Amsterdam;70548802;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;1944;61;27;Minor danger;PBAU1083047;120998;8580;68005000
Erasmus 1;Transit;Terminal 1;Amsterdam;10740116;Rectangular Tank;TRICHLOROETHYLENE;1993;3;27;Great danger;PBAU5116410;121098;9739;59791000
Erasmus 1;Discharge;Terminal 1;Amsterdam;12373024;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;1173;51;0;Medium danger;PBAU4398741;130182;5390;57782000
Erasmus 1;Discharge;Terminal 1;Amsterdam;45296699;Rectangular Tank;DIPENTENE;3082;3;0;Medium danger;PBAU9817694;130282;2573;69172000
Erasmus 1;Transit;Terminal 1;Amsterdam;15207383;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;2310;3;15;Medium danger;PBAU1606386;130382;167;10694000
Erasmus 1;Discharge;Terminal 1;Amsterdam;10825561;Rectangular Tank;RESIN SOLUTION;3487;3;24;Minor danger;PBAU1464287;130482;3144;51750000
Erasmus 1;Transit;Terminal 1;Amsterdam;52002653;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);2924;3;0;Minor danger;PBAU9956862;130582;1274;50448000
Erasmus 1;Transit;Terminal 1;Amsterdam;82608819;Rectangular Tank;PENTANE 2,4 DIONE;2329;3;0;Medium danger;PBAU6697480;130682;9254;58934000
Erasmus 1;Transit;Terminal 1;Amsterdam;43496341;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;1170;3;38;Minor danger;PBAU7806539;130782;4126;84854000
Erasmus 1;Transit;Terminal 1;Amsterdam;57234868;Rectangular Tank;MATCHES, SAFETY;1760;8;13;Medium danger;PBAU5566053;130882;7071;16347000
Erasmus 1;Transit;Terminal 1;Amsterdam;41305737;Rectangular Tank;RESORCINOL;3455;8;27;Medium danger;PBAU5245766;130982;5998;20581000
Erasmus 1;Transit;Terminal 1;Amsterdam;29974543;Rectangular Tank;TRIETHYLENETETRAMINE;1760;61;0;Medium danger;PBAU1341894;131082;8021;28449000
Erasmus 1;Transit;Terminal 1;Amsterdam;26832210;Rectangular Tank;FORMIC ACID;2924;3;38;Medium danger;PBAU5142164;130184;4527;28661000
Erasmus 1;Discharge;Terminal 1;Amsterdam;75823222;Rectangular Tank;RESORCINOL;1866;8;0;Medium danger;PBAU8638367;130284;410;18556000
Erasmus 1;Discharge;Terminal 1;Amsterdam;24973154;Rectangular Tank;FLAMMABLE LIQUID, TOXIC, N.O.S.;2929;3;0;Medium danger;PBAU9462699;130384;8062;33983000
Erasmus 1;Discharge;Terminal 1;Amsterdam;59468297;Rectangular Tank;ESTERS, N.O.S.;1170;61;0;Great danger;PBAU6950304;130484;7978;20081000
Erasmus 1;Discharge;Terminal 1;Amsterdam;41394564;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;3487;8;0;Minor danger;PBAU4276905;130584;9403;69770000
Erasmus 1;Discharge;Terminal 1;Amsterdam;33130787;Rectangular Tank;SULPHURIC ACID;3082;8;15;Medium danger;PBAU4380257;130684;2402;14669000
Erasmus 1;Transit;Terminal 1;Amsterdam;28096446;Rectangular Tank;MATCHES, SAFETY;2259;8;15;Medium danger;PBAU5528187;130784;5564;16752000
Erasmus 1;Discharge;Terminal 1;Amsterdam;79392996;Rectangular Tank;BROMOPROPANES;1814;3;24;Medium danger;PBAU8587891;130884;4118;96025000
Erasmus 1;Discharge;Terminal 1;Amsterdam;13108584;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;2259;3;45;Minor danger;PBAU1796364;130984;5226;41462000
Erasmus 1;Transit;Terminal 1;Amsterdam;45072009;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1944;8;0;Medium danger;PBAU9154197;131084;3435;93447000
Erasmus 1;Discharge;Terminal 1;Amsterdam;81360011;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;2734;61;27;Medium danger;PBAU2410933;130186;5827;86487000
Erasmus 1;Transit;Terminal 1;Amsterdam;26872495;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;2924;3;15;Minor danger;PBAU5908328;130286;8310;91027000
Erasmus 1;Discharge;Terminal 1;Amsterdam;94390557;Rectangular Tank;SULPHURIC ACID;1266;8;0;Medium danger;PBAU4597010;130386;4316;8382000
Erasmus 1;Discharge;Terminal 1;Amsterdam;31718105;Rectangular Tank;CRESOLS, SOLID;1193;8;60;Medium danger;PBAU3043558;130486;8816;99531000
Erasmus 1;Transit;Terminal 1;Amsterdam;45624459;Rectangular Tank;CRESOLS, SOLID;1944;8;0;Medium danger;PBAU2269529;130586;7766;65127000
Erasmus 1;Transit;Terminal 1;Amsterdam;23452721;Rectangular Tank;DIPENTENE;1170;9;118;Medium danger;PBAU6992928;130686;1925;14612000
Erasmus 1;Transit;Terminal 1;Amsterdam;82577585;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;3455;3;0;Medium danger;PBAU5378965;130786;3720;39566000
Erasmus 1;Transit;Terminal 1;Amsterdam;97660637;Rectangular Tank;MATCHES, SAFETY;1814;3;0;Medium danger;PBAU3904956;130886;3712;18125000
Erasmus 1;Transit;Terminal 1;Amsterdam;28809432;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;2734;51;38;Medium danger;PBAU1597310;130986;8510;79336000
Erasmus 1;Transit;Terminal 1;Amsterdam;60483162;Rectangular Tank;BROMOPROPANES;1760;3;24;Medium danger;PBAU1059731;131086;1334;36819000
Erasmus 1;Transit;Terminal 1;Amsterdam;94537125;Rectangular Tank;RESIN SOLUTION;3302;8;15;Medium danger;PBAU3153726;130188;3765;71400000
Erasmus 1;Transit;Terminal 1;Amsterdam;54062819;Rectangular Tank;TRIMETHYL PHOSPHITE;1993;61;0;Minor danger;PBAU9502604;130288;1648;33347000
Erasmus 1;Discharge;Terminal 1;Amsterdam;65934866;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1779;8;0;Minor danger;PBAU9351968;130388;7770;983000
Erasmus 1;Discharge;Terminal 1;Amsterdam;48276449;Rectangular Tank;PENTANE 2,4 DIONE;1993;3;46;Medium danger;PBAU3176931;130488;6599;55917000
Erasmus 1;Transit;Terminal 1;Amsterdam;93430438;Rectangular Tank;ETHYL ACETATE;1266;8;30;Medium danger;PBAU1209315;130588;2449;33119000
Erasmus 1;Transit;Terminal 1;Amsterdam;75334803;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;1903;3;0;Minor danger;PBAU2713960;130688;6523;15098000
Erasmus 1;Transit;Terminal 1;Amsterdam;60199305;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);3302;3;12;Minor danger;PBAU3623594;130788;5418;77499000
Erasmus 1;Discharge;Terminal 1;Amsterdam;94737954;Rectangular Tank;TRIMETHYL PHOSPHITE;1710;9;0;Minor danger;PBAU5486581;130888;4680;55184000
Erasmus 1;Transit;Terminal 1;Amsterdam;92452413;Rectangular Tank;ETHYL ACETATE;1199;3;30;Medium danger;PBAU4503760;130988;8713;37966000
Erasmus 1;Discharge;Terminal 1;Amsterdam;32452111;Rectangular Tank;FORMIC ACID;3455;8;13;Medium danger;PBAU3906955;131088;6648;85327000
Erasmus 1;Transit;Terminal 1;Amsterdam;97727674;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);1193;3;0;Medium danger;PBAU3126138;130190;1720;82259000
Erasmus 1;Discharge;Terminal 1;Amsterdam;82471064;Rectangular Tank;CORROSIVE LIQUID, N.O.S.;2512;61;0;Medium danger;PBAU1147062;130290;2210;95655000
Erasmus 1;Transit;Terminal 1;Amsterdam;91981783;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1992;61;24;Medium danger;PBAU7982342;130390;8824;48070000
Erasmus 1;Transit;Terminal 1;Amsterdam;64777455;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;1710;3;0;Medium danger;PBAU2918192;130490;4026;22394000
Erasmus 1;Discharge;Terminal 1;Amsterdam;41244774;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;2344;61;0;Minor danger;PBAU5401852;130590;617;80351000
Erasmus 1;Discharge;Terminal 1;Amsterdam;50353507;Rectangular Tank;AMINOPHENOLS;3272;3;0;Minor danger;PBAU3872981;130690;1071;527000
Erasmus 1;Transit;Terminal 1;Amsterdam;69873500;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;1173;8;0;Medium danger;PBAU1968986;130790;4257;71869000
Erasmus 1;Discharge;Terminal 1;Amsterdam;69539531;Rectangular Tank;TRICHLOROETHYLENE;2796;3;0;Medium danger;PBAU4342480;130890;9411;75602000
Erasmus 1;Transit;Terminal 1;Amsterdam;87654304;Rectangular Tank;ESTERS, N.O.S.;2512;61;0;Medium danger;PBAU2129548;130990;4355;70894000
Erasmus 1;Discharge;Terminal 1;Amsterdam;20390298;Rectangular Tank;TRIETHYLENETETRAMINE;3265;41;0;Medium danger;PBAU5733598;131090;708;67144000
Erasmus 1;Transit;Terminal 1;Amsterdam;47743363;Rectangular Tank;DIPENTENE;3378;51;0;Minor danger;PBAU1944406;130192;8263;85244000
Erasmus 1;Discharge;Terminal 1;Amsterdam;26487569;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;3378;61;46;Medium danger;PBAU3473554;130292;4836;58193000
Erasmus 1;Discharge;Terminal 1;Amsterdam;86139503;Rectangular Tank;ETHYL ACETATE;3272;61;0;Minor danger;PBAU2945669;130392;3436;47261000
Erasmus 1;Discharge;Terminal 1;Amsterdam;25086233;Rectangular Tank;TRIMETHYL PHOSPHITE;2924;8;0;Medium danger;PBAU4339538;130492;7605;59664000
Erasmus 1;Transit;Terminal 1;Amsterdam;46147101;Rectangular Tank;TRIMETHYL PHOSPHITE;1779;61;0;Medium danger;PBAU7794158;130592;9036;94615000
Erasmus 1;Discharge;Terminal 1;Amsterdam;74667309;Rectangular Tank;BROMOPROPANES;3455;9;15;Great danger;PBAU4120081;130692;7985;94879000
Erasmus 1;Discharge;Terminal 1;Amsterdam;65661711;Rectangular Tank;RESIN SOLUTION;3378;3;118;Medium danger;PBAU1975473;130792;2305;40212000
Erasmus 1;Transit;Terminal 1;Amsterdam;62207393;Rectangular Tank;ETHYL ORTHOFORMATE;1219;3;0;Minor danger;PBAU1801369;130892;2803;55365000
Erasmus 1;Transit;Terminal 1;Amsterdam;82055334;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;3265;3;0;Medium danger;PBAU8305332;130992;6415;33136000
Erasmus 1;Discharge;Terminal 1;Amsterdam;50743718;Rectangular Tank;FORMIC ACID;1903;61;0;Minor danger;PBAU9508101;131092;642;33185000
Erasmus 1;Discharge;Terminal 1;Amsterdam;66605533;Rectangular Tank;ETHYL ORTHOFORMATE;3455;3;15;Minor danger;PBAU2398463;130194;4686;98664000
Erasmus 1;Discharge;Terminal 1;Amsterdam;69236619;Rectangular Tank;DIPENTENE;1807;51;0;Minor danger;PBAU4275243;130294;3396;90403000
Erasmus 1;Transit;Terminal 1;Amsterdam;16378368;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);2922;3;0;Great danger;PBAU7322762;130394;3462;7745000
Erasmus 1;Discharge;Terminal 1;Amsterdam;64132976;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;2876;61;24;Medium danger;PBAU8297535;130494;3593;13626000
Erasmus 1;Discharge;Terminal 1;Amsterdam;97286486;Rectangular Tank;SODIUM CARBONATE PEROXYHYDRATE;1944;61;7;Medium danger;PBAU3947662;130594;4953;28586000
Erasmus 1;Transit;Terminal 1;Amsterdam;34872938;Rectangular Tank;TRICHLOROETHYLENE;1992;51;24;Medium danger;PBAU6626077;130694;4443;58288000
Erasmus 1;Transit;Terminal 1;Amsterdam;55153589;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;3265;8;0;Minor danger;PBAU2060551;130794;7998;31330000
Erasmus 1;Transit;Terminal 1;Amsterdam;54560760;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;2310;61;24;Medium danger;PBAU8307651;130894;8106;37107000
Erasmus 1;Discharge;Terminal 1;Amsterdam;71205275;Rectangular Tank;TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.;2052;61;0;Medium danger;PBAU8782726;130994;5964;40782000
Erasmus 1;Transit;Terminal 1;Amsterdam;68598971;Rectangular Tank;2 DIMETHYLAMINOETHYL ACRYLATE;2734;3;0;Medium danger;PBAU9566229;131094;6695;44771000
Erasmus 1;Discharge;Terminal 1;Amsterdam;34162283;Rectangular Tank;ETHYL ORTHOFORMATE;2310;3;13;Medium danger;PBAU4620684;130196;6668;34262000
Erasmus 1;Discharge;Terminal 1;Amsterdam;41512129;Rectangular Tank;DISINFECTANT, LIQUID, CORROSIVE, N.O.S.;2052;3;38;Minor danger;PBAU7738883;130296;9511;26060000
Erasmus 1;Transit;Terminal 1;Amsterdam;79169382;Rectangular Tank;ETHYL ORTHOFORMATE;3265;3;0;Medium danger;PBAU3052752;130396;9379;58439000
Erasmus 1;Transit;Terminal 1;Amsterdam;79835587;Rectangular Tank;PERFUMERY PRODUCTS;3302;51;15;Medium danger;PBAU1226676;130496;7536;29833000
Erasmus 1;Discharge;Terminal 1;Amsterdam;63406358;Rectangular Tank;PENTANE 2,4 DIONE;1807;61;0;Minor danger;PBAU3638963;130596;2627;7515000
Erasmus 1;Transit;Terminal 1;Amsterdam;47068419;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;3265;8;27;Great danger;PBAU2220964;130696;7101;97904000
Erasmus 1;Discharge;Terminal 1;Amsterdam;13931506;Rectangular Tank;ETHYL METHYL KETONE (METHYL ETHYL KETONE);2512;61;30;Medium danger;PBAU5063870;130796;7555;71331000
Erasmus 1;Discharge;Terminal 1;Amsterdam;34232263;Rectangular Tank;SULPHURIC ACID;1944;8;45;Medium danger;PBAU3408102;130896;2941;98083000
Erasmus 1;Discharge;Terminal 1;Amsterdam;85181250;Rectangular Tank;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;3082;8;0;Great danger;PBAU7600294;130996;5607;3340000
Erasmus 1;Discharge;Terminal 1;Amsterdam;11499505;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;2734;3;0;Medium danger;PBAU2038528;131096;7604;56427000
Erasmus 1;Discharge;Terminal 1;Amsterdam;44652827;Rectangular Tank;ETHYL ORTHOFORMATE;2874;3;0;Medium danger;PBAU4129515;130198;6017;75031000
Erasmus 1;Transit;Terminal 1;Amsterdam;53150053;Rectangular Tank;POTASSIUM HYDROXIDE SOLUTION;1760;61;30;Minor danger;PBAU6411924;130298;1128;5644000
Erasmus 1;Transit;Terminal 1;Amsterdam;52690079;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);1760;41;24;Medium danger;PBAU2985117;130398;3682;39798000
Erasmus 1;Transit;Terminal 1;Amsterdam;50971800;Rectangular Tank;CRESOLS, SOLID;1760;3;118;Minor danger;PBAU4743045;130498;8262;62450000
Erasmus 1;Discharge;Terminal 1;Amsterdam;48480529;Rectangular Tank;PERFUMERY PRODUCTS;1903;51;0;Medium danger;PBAU6271338;130598;2868;10689000
Erasmus 1;Discharge;Terminal 1;Amsterdam;57497859;Rectangular Tank;FLAMMABLE LIQUID, N.O.S.;3272;8;15;Medium danger;PBAU8338290;130698;8897;1541000
Erasmus 1;Discharge;Terminal 1;Amsterdam;27653986;Rectangular Tank;SULPHURIC ACID;2310;8;12;Medium danger;PBAU2004868;130798;319;38175000
Erasmus 1;Transit;Terminal 1;Amsterdam;69618499;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;3455;3;0;Medium danger;PBAU1722710;130898;4031;8582000
Erasmus 1;Transit;Terminal 1;Amsterdam;43166055;Rectangular Tank;RESORCINOL;2924;3;0;Medium danger;PBAU8226290;130998;9242;88837000
Erasmus 1;Transit;Terminal 1;Amsterdam;53406540;Rectangular Tank;ETHYL ORTHOFORMATE;1903;8;15;Medium danger;PBAU9349570;131098;9831;6072000
Erasmus 1;Transit;Terminal 1;Amsterdam;15710040;Rectangular Tank;FURFURYL ALCOHOL;2922;61;7;Great danger;PBAU5628457;140182;6684;47484000
Erasmus 1;Discharge;Terminal 1;Amsterdam;47254704;Rectangular Tank;ETHANOL SOLUTION (ETHYL ALCOHOL SOLUTION);1903;3;24;Medium danger;PBAU7463088;140282;1372;43235000
Erasmus 1;Transit;Terminal 1;Amsterdam;25246790;Rectangular Tank;PENTANE 2,4 DIONE;1266;8;0;Medium danger;PBAU9676735;140382;2550;21165000
Erasmus 1;Transit;Terminal 1;Amsterdam;47348834;Rectangular Tank;AMINOPHENOLS;3378;3;15;Medium danger;PBAU1258134;140482;352;39814000
Erasmus 1;Transit;Terminal 1;Amsterdam;94451691;Rectangular Tank;PERFUMERY PRODUCTS;1199;3;38;Minor danger;PBAU7498533;140582;6422;21090000
Erasmus 1;Transit;Terminal 1;Amsterdam;75688822;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;2874;8;13;Medium danger;PBAU4692310;140682;1355;82823000
Erasmus 1;Transit;Terminal 1;Amsterdam;80972183;Rectangular Tank;FLAMMABLE LIQUID, CORROSIVE, N.O.S.;1199;61;45;Medium danger;PBAU1627826;140782;3202;38589000
Erasmus 1;Discharge;Terminal 1;Amsterdam;31029794;Rectangular Tank;ETHYL ACETATE;1760;8;15;Medium danger;PBAU7641466;140882;7215;57176000
Erasmus 1;Discharge;Terminal 1;Amsterdam;47279315;Rectangular Tank;CALCIUM HYPOCHLORITE, HYDRATED MIXTURE, CORROSIVE;2344;41;13;Minor danger;PBAU5916796;140982;881;5174000
Erasmus 1;Transit;Terminal 1;Amsterdam;46400726;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);2929;9;15;Medium danger;PBAU7098742;141082;8576;37076000
Erasmus 1;Transit;Terminal 1;Amsterdam;10021694;Rectangular Tank;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;2924;3;0;Medium danger;PBAU1462894;140184;7611;38682000
Erasmus 1;Discharge;Terminal 1;Amsterdam;22427175;Rectangular Tank;ETHYL ACETATE;2874;61;118;Medium danger;PBAU2934912;140284;8073;43884000
Erasmus 1;Discharge;Terminal 1;Amsterdam;79339881;Rectangular Tank;SULPHURIC ACID;2924;3;15;Medium danger;PBAU5284465;140384;8735;93588000
Erasmus 1;Discharge;Terminal 1;Amsterdam;42151724;Rectangular Tank;ISOPROPANOL (ISOPROPYL ALCOHOL);3378;3;0;Great danger;PBAU1588412;140484;415;32139000
Erasmus 1;Discharge;Terminal 1;Amsterdam;61568482;Rectangular Tank;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;3272;41;15;Medium danger;PBAU3965315;140584;7068;74741000
Erasmus 1;Discharge;Terminal 1;Amsterdam;51769142;Rectangular Tank;ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.;1170;61;118;Great danger;PBAU2198887;140684;7777;19959000
